bus(V), shunt (mV), load (V), current (mA), power (mW)
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.80,16.00
3.30,-0.46,3.30,-4.60,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.80,16.00
3.30,-0.45,3.30,-4.70,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.60,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.70,14.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.47,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.40,14.00
3.29,-0.45,3.29,-4.60,16.00
3.30,-0.46,3.30,-4.70,16.00
3.29,-0.44,3.29,-4.40,14.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.42,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.40,16.00
3.30,-0.42,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.48,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.20,16.00
3.30,-0.46,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.10,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.44,3.30,-4.80,16.00
3.30,-0.46,3.30,-4.40,14.00
3.29,-0.48,3.29,-4.70,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.20,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.30,16.00
3.30,-0.42,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.80,14.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.42,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.10,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.30,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.42,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.30,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.40,14.00
3.29,-0.43,3.29,-4.20,16.00
3.29,-0.42,3.29,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.40,16.00
3.29,-0.46,3.29,-4.70,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.90,16.00
3.29,-0.46,3.29,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.90,16.00
3.29,-0.44,3.29,-4.50,16.00
3.29,-0.45,3.29,-4.40,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.48,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.50,16.00
3.29,-0.46,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.70,14.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.42,3.30,-4.70,14.00
3.30,-0.43,3.30,-4.40,14.00
3.29,-0.47,3.29,-4.50,16.00
3.30,-0.44,3.30,-4.80,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.29,-0.47,3.29,-4.70,16.00
3.30,-0.44,3.30,-4.70,16.00
3.29,-0.43,3.29,-4.40,14.00
3.29,-0.44,3.29,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.70,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.29,-0.45,3.29,-4.40,14.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.40,16.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.47,3.30,-4.20,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.40,16.00
3.29,-0.47,3.29,-4.70,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.30,16.00
3.29,-0.46,3.29,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.80,16.00
3.30,-0.44,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.60,16.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.43,3.30,-4.40,14.00
3.29,-0.46,3.29,-4.50,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.45,3.29,-4.50,16.00
3.29,-0.46,3.29,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.47,3.29,-4.60,16.00
3.30,-0.43,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.48,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.41,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.29,-0.47,3.29,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.48,3.29,-4.40,16.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.60,16.00
3.22,-4.46,3.22,-45.60,144.00
3.15,-7.78,3.14,-74.30,236.00
3.22,-4.46,3.21,-45.00,144.00
3.22,-4.49,3.21,-44.80,144.00
3.22,-4.46,3.22,-44.80,144.00
3.22,-4.46,3.21,-44.90,144.00
3.22,-4.47,3.21,-44.50,144.00
3.22,-4.51,3.22,-44.90,144.00
3.22,-4.50,3.22,-44.90,144.00
3.22,-4.54,3.21,-45.30,148.00
3.22,-4.54,3.21,-45.50,144.00
3.22,-4.51,3.21,-45.20,144.00
3.22,-4.48,3.21,-45.10,144.00
3.22,-4.49,3.21,-45.00,144.00
3.22,-4.50,3.21,-44.90,144.00
3.22,-4.45,3.21,-44.60,144.00
3.22,-4.49,3.21,-44.70,144.00
3.22,-4.52,3.21,-45.00,144.00
3.22,-4.51,3.22,-45.10,144.00
3.22,-4.51,3.22,-45.30,144.00
3.26,-2.60,3.25,-25.80,86.00
3.18,-6.75,3.17,-67.70,212.00
3.17,-6.67,3.17,-67.10,212.00
3.18,-6.74,3.17,-67.40,216.00
3.18,-6.73,3.17,-67.50,212.00
3.18,-6.77,3.17,-67.40,212.00
3.18,-6.74,3.17,-67.50,216.00
3.18,-6.75,3.17,-67.40,212.00
3.18,-6.73,3.17,-67.20,212.00
3.15,-8.09,3.14,-78.00,246.00
3.21,-4.76,3.21,-48.20,154.00
3.21,-4.80,3.21,-47.60,154.00
3.21,-4.79,3.21,-48.00,154.00
3.21,-4.77,3.21,-47.50,154.00
3.21,-4.78,3.21,-47.70,154.00
3.21,-4.82,3.21,-47.90,154.00
3.22,-4.81,3.21,-48.10,154.00
3.22,-4.81,3.21,-48.10,154.00
3.21,-4.82,3.21,-48.00,154.00
3.22,-4.83,3.21,-48.60,158.00
3.21,-4.79,3.21,-48.10,158.00
3.21,-4.77,3.21,-47.90,154.00
3.21,-4.80,3.21,-47.90,154.00
3.21,-4.79,3.21,-48.00,154.00
3.21,-4.75,3.21,-47.50,154.00
3.21,-4.79,3.21,-47.80,150.00
3.22,-4.81,3.21,-48.00,154.00
3.21,-4.82,3.21,-48.40,154.00
3.11,-9.84,3.10,-98.70,308.00
2.95,-17.97,2.93,-177.80,404.00
3.01,-14.88,2.99,-148.80,448.00
3.01,-14.88,2.99,-148.90,448.00
3.01,-14.88,2.99,-149.00,448.00
3.06,-12.26,3.05,-121.40,374.00
3.06,-11.95,3.05,-121.50,374.00
3.06,-11.98,3.05,-119.60,368.00
3.22,-4.49,3.21,-44.60,140.00
3.22,-4.47,3.22,-44.80,144.00
3.06,-12.18,3.05,-121.60,370.00
3.06,-12.27,3.05,-120.20,368.00
3.22,-4.57,3.22,-45.60,144.00
3.06,-12.01,3.05,-120.40,370.00
3.06,-12.20,3.04,-122.30,374.00
3.06,-12.17,3.04,-121.70,370.00
3.22,-4.47,3.21,-45.00,144.00
3.22,-4.43,3.21,-44.70,144.00
3.22,-4.44,3.21,-44.20,140.00
3.22,-4.48,3.21,-44.50,144.00
3.00,-14.72,2.99,-164.40,492.00
3.06,-12.49,3.05,-122.90,376.00
3.22,-4.51,3.22,-44.90,154.00
3.22,-4.48,3.22,-44.80,144.00
3.04,-13.05,3.03,-136.90,376.00
3.06,-12.16,3.05,-121.60,374.00
3.22,-4.44,3.21,-44.60,144.00
3.22,-4.44,3.21,-44.30,144.00
3.22,-4.43,3.22,-44.10,140.00
3.22,-4.47,3.22,-44.40,144.00
3.22,-4.46,3.22,-44.60,144.00
3.22,-4.46,3.21,-44.90,144.00
3.22,-4.49,3.21,-44.50,144.00
3.22,-4.48,3.21,-44.70,144.00
3.22,-4.48,3.22,-44.70,144.00
3.06,-11.66,3.05,-121.90,374.00
3.04,-13.57,3.02,-131.40,400.00
3.06,-13.84,3.05,-119.60,368.00
3.21,-4.42,3.21,-44.40,144.00
3.02,-13.87,3.01,-145.20,436.00
3.06,-12.26,3.04,-122.50,374.00
3.21,-4.56,3.21,-45.70,148.00
3.22,-4.61,3.21,-45.90,148.00
3.02,-14.35,3.01,-143.80,436.00
3.17,-6.76,3.17,-58.50,186.00
3.18,-6.63,3.17,-66.30,210.00
3.03,-14.27,3.01,-143.00,430.00
3.18,-6.60,3.17,-66.00,210.00
3.02,-14.28,3.01,-141.90,430.00
3.18,-6.68,3.17,-66.10,210.00
3.02,-14.21,3.00,-68.40,216.00
3.18,-6.68,3.17,-66.90,212.00
3.18,-6.71,3.17,-66.60,212.00
3.18,-6.71,3.17,-66.20,212.00
3.06,-12.33,3.05,-122.60,374.00
3.22,-4.59,3.21,-47.90,148.00
3.22,-4.72,3.21,-47.90,154.00
3.21,-4.69,3.21,-45.50,148.00
3.02,-13.00,3.01,-143.90,410.00
3.03,-13.89,3.02,-135.50,420.00
3.19,-5.90,3.18,-59.00,186.00
3.03,-13.95,3.02,-201.30,448.00
3.06,-12.15,3.05,-121.60,374.00
3.22,-4.50,3.21,-44.80,144.00
3.22,-4.53,3.22,-44.90,144.00
3.02,-14.60,3.01,-133.10,410.00
3.06,-12.24,3.05,-121.50,370.00
3.22,-4.57,3.21,-47.10,148.00
3.22,-4.72,3.22,-47.20,150.00
3.22,-4.61,3.21,-45.70,150.00
3.21,-4.51,3.21,-45.30,144.00
3.01,-14.41,3.00,-143.90,432.00
3.01,-13.84,3.00,-142.00,426.00
3.01,-14.39,2.99,-144.00,432.00
3.17,-6.68,3.17,-67.40,212.00
3.17,-6.66,3.17,-67.30,210.00
3.17,-6.66,3.17,-66.20,210.00
3.17,-6.68,3.16,-66.10,212.00
3.17,-6.61,3.17,-66.00,210.00
3.17,-6.62,3.16,-66.50,210.00
3.17,-6.57,3.16,-66.40,210.00
3.17,-6.65,3.16,-66.60,210.00
3.05,-12.17,3.04,-121.80,370.00
3.22,-4.60,3.21,-52.10,348.00
3.21,-4.56,3.21,-45.60,148.00
3.04,-12.12,3.02,-131.20,410.00
3.03,-13.68,3.02,-136.50,412.00
3.19,-5.93,3.18,-59.40,190.00
3.19,-5.89,3.18,-59.20,190.00
3.06,-13.30,3.05,-121.70,374.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.90,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.29,-0.44,3.29,-4.70,14.00
3.29,-0.47,3.29,-4.40,14.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.20,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.10,14.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.60,14.00
3.30,-0.43,3.30,-4.50,16.00
3.29,-0.46,3.29,-4.60,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.43,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.43,3.30,-4.50,16.00
3.29,-0.45,3.29,-4.50,16.00
3.29,-0.42,3.29,-4.40,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.49,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.80,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.20,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.80,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.42,3.30,-4.30,16.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.70,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.80,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.42,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.20,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.42,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.48,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.30,16.00
3.29,-0.44,3.29,-4.40,14.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,14.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.42,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.46,3.29,-4.70,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.70,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.20,16.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.43,3.30,-4.70,14.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.45,3.30,-4.60,16.00
3.29,-0.48,3.29,-4.70,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.47,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.29,-0.46,3.29,-4.40,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.80,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.43,3.30,-4.40,14.00
